Network_ID,Network_Identifiers,class,genus,species,interaction_type,definition_of_interaction,edge_wt_type,geographical_location,population_type,data_record_technique,time_span,resolution,time_span_per_day,attributes_available,is_connected,num_components,nodes,edges,network.density,highest.degree,avg.degree,std.degree.node,CV.degree,skewness,avg.node.strength,std.node.strength,CV.node.strength,avg.edge.strength,std.edge.strength,CV.edge.strength,highest.node.strength,deg.assort,avg.betw.centrality,std.betw.centrality,highest.betw,avg.betw.centrality.weighted,std.betw.centrality.weighted,highest.betw.weighted,clustering,clustering.weighted,transitivity,Q,Qmax,Qrel,cohesion,num.modules,avg.modsize,diameter,Citation
Network_37.graphml,ant mersch col1 day38,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,56,1134,0.736,51,40.5,9.466,0.234,-2.436,351.321,173.068,0.493,8.675,9.852,1.136,691,0,0.005,0.005,0.038502262,0.02,0.023,0.120405511,0.815,0.059,0.823,0.074,0.5,0.148,0.574074074,2,28,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_38.graphml,ant mersch col1 day39,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,55,1106,0.745,52,40.218,8.285,0.206,-2.067,326.509,165.809,0.508,8.118,9.668,1.191,804,-0.013,0.005,0.003,0.016963867,0.02,0.017,0.066343952,0.823,0.046,0.813,0.075,0.594,0.126,0.481918996,3,18.33333333,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_39.graphml,ant mersch col1 day40,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,55,1094,0.737,50,39.782,7.924,0.199,-1.7,321.927,140.387,0.436,8.092,9.419,1.164,696,-0.029,0.005,0.003,0.012638743,0.02,0.019,0.088735868,0.809,0.057,0.801,0.083,0.497,0.167,0.58592054,2,27.5,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_40.graphml,ant mersch col1 day41,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,55,1129,0.76,52,41.055,7.709,0.188,-1.847,302.909,129.283,0.427,7.378,7.864,1.066,595,-0.006,0.005,0.003,0.0128943,0.019,0.02,0.111963091,0.83,0.068,0.821,0.086,0.49,0.176,0.596096146,2,27.5,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_41.graphml,ant mersch col2 day01,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,131,6591,0.774,128,100.626,16.995,0.169,-1.722,836.305,337.695,0.404,8.311,9.558,1.15,2074,0.022,0.002,0.001,0.003929347,0.008,0.006,0.024751619,0.833,0.035,0.828,0.082,0.49,0.167,0.592322595,2,65.5,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_42.graphml,ant mersch col2 day02,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,131,6464,0.759,128,98.687,18.036,0.183,-1.765,887.511,366.723,0.413,8.993,9.803,1.09,3059,0.029,0.002,0.001,0.004702332,0.008,0.006,0.036807794,0.828,0.033,0.822,0.088,0.489,0.18,0.598236525,2,65.5,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_43.graphml,ant mersch col2 day03,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,131,6497,0.763,124,99.191,16.949,0.171,-1.569,835.206,348.791,0.418,8.42,10.611,1.26,2214,0.015,0.002,0.001,0.003787328,0.008,0.006,0.036817691,0.821,0.023,0.817,0.083,0.491,0.169,0.592118483,2,65.5,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_44.graphml,ant mersch col2 day04,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,131,6198,0.728,125,94.626,18.331,0.194,-1.566,762.916,282.735,0.371,8.062,9.09,1.128,1955,0.036,0.002,0.001,0.005304565,0.008,0.005,0.023160004,0.806,0.021,0.799,0.101,0.495,0.204,0.606001643,2,65.5,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_45.graphml,ant mersch col2 day05,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,131,5926,0.696,123,90.473,18.948,0.209,-1.514,709.145,257.089,0.363,7.838,9.145,1.167,1525,0.022,0.002,0.001,0.005353826,0.008,0.005,0.031343541,0.781,0.018,0.773,0.099,0.49,0.202,0.60884429,2,65.5,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_46.graphml,ant mersch col2 day06,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,131,5960,0.7,127,90.992,19.14,0.21,-1.348,696.779,260.347,0.374,7.658,8.346,1.09,1585,-0.001,0.002,0.001,0.007108178,0.008,0.004,0.022099729,0.786,0.03,0.777,0.106,0.497,0.213,0.609398427,2,65.5,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_47.graphml,ant mersch col2 day07,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,131,6293,0.739,129,96.076,20.351,0.212,-1.692,792.458,384.371,0.485,8.248,9.061,1.099,3730,-0.009,0.002,0.001,0.007880515,0.008,0.005,0.023191118,0.822,0.032,0.814,0.077,0.496,0.155,0.58128282,2,65.5,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_48.graphml,ant mersch col2 day08,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,131,6078,0.714,127,92.794,20.159,0.217,-1.402,775.786,362.833,0.468,8.36,8.959,1.072,3221,0.024,0.002,0.001,0.006483921,0.008,0.005,0.035831633,0.804,0.031,0.796,0.091,0.482,0.189,0.609081233,2,65.5,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_49.graphml,ant mersch col2 day09,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,131,6375,0.749,128,97.328,18.934,0.195,-1.662,861.359,339.887,0.395,8.85,9.459,1.069,2939,0.027,0.002,0.001,0.005216946,0.008,0.006,0.031254864,0.823,0.048,0.817,0.079,0.487,0.162,0.591844623,2,65.5,2,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_50.graphml,ant mersch col2 day10,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,131,5679,0.667,124,86.702,21.787,0.251,-1.408,706.87,268.615,0.38,8.153,9.657,1.184,2125,0.071,0.003,0.002,0.011658454,0.008,0.006,0.041148323,0.79,0.028,0.778,0.109,0.503,0.217,0.606622914,3,43.66666667,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_51.graphml,ant mersch col2 day11,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,131,5704,0.67,125,87.084,20.772,0.239,-1.354,678.198,302.88,0.447,7.788,9.363,1.202,2297,0.008,0.003,0.002,0.007295732,0.008,0.006,0.045082328,0.774,0.041,0.762,0.097,0.598,0.162,0.498772616,3,43.66666667,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_52.graphml,ant mersch col2 day12,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,111,3808,0.624,99,68.613,16.63,0.242,-0.934,494.793,202.373,0.409,7.211,7.659,1.062,1590,0.067,0.003,0.002,0.01418181,0.01,0.008,0.040185517,0.745,0.033,0.731,0.129,0.492,0.262,0.637076235,2,55.5,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_53.graphml,ant mersch col2 day13,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,111,3929,0.644,104,70.793,16.233,0.229,-1.118,503.315,206.322,0.41,7.11,8.393,1.18,1284,0.077,0.003,0.002,0.011900978,0.009,0.007,0.03983135,0.756,0.022,0.743,0.129,0.479,0.269,0.649527241,2,55.5,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_54.graphml,ant mersch col2 day14,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,111,3930,0.644,107,70.811,17.271,0.244,-0.999,521.333,216.973,0.416,7.362,9.426,1.28,1455,0.035,0.003,0.002,0.014778324,0.009,0.008,0.042036814,0.761,0.027,0.744,0.113,0.486,0.233,0.62747924,2,55.5,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_55.graphml,ant mersch col2 day15,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,111,3972,0.651,104,71.568,18.283,0.255,-1.266,569.514,225.942,0.397,7.958,9.695,1.218,1282,0.104,0.003,0.003,0.013012164,0.01,0.007,0.043323828,0.783,0.037,0.769,0.117,0.631,0.185,0.485394852,3,37,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
Network_56.graphml,ant mersch col2 day16,Insecta,Camponotus,fellah,physical_contact,A pair of ants was considered to interact when the front end of one ant was located within the trapezoidal shape representing the other ant.,frequency,"University of Lausanne, Laussane, Switzerland",captive,video,1day,0.5 sec,24 hours,"body size, age, social group, number of interactions/visits",TRUE,1,111,4041,0.662,108,72.811,18.811,0.258,-1.369,666.973,286.617,0.43,9.16,10.626,1.16,1612,0.159,0.003,0.003,0.017957695,0.011,0.01,0.050223918,0.807,0.044,0.794,0.122,0.474,0.257,0.647857757,3,37,3,"Mersch, Danielle P., Alessandro Crespi, and Laurent Keller. ""Tracking individuals shows spatial fidelity is a key regulator of ant social organization.""Science 340.6136 (2013): 1090-1093."
