graphfile,Species,Class,Population type,Geographical Location,Data collection technique,Interaction type,Definition of interaction,Edge weight type,Total duration of data collection,Time resolution of data collection,Number of nodes,Number of edges,Network density,Average degree,Highest degree,CV degree,Skewness,Node strength (average),Node strength (standard deviation),Edge strength (average),Edge strength (standard deviation),Degree assortativity,Betweenness centrality (average),Betweenness centrality (standard deviation),Weighted betweeness centrality (average),Weighted betweenness centrality (standard deviation),Clustering coefficient (average),Weighted clustering coefficient (average),Transitivity,Newman modularity (Q),Maximum modularity (Qmax),Relative modularity (Qrel),Network cohesion,Number of modules,Average module size,Note,Citation
weaver_dijk_social_12.graphml,Philetairus socius,Aves,free-ranging,"Kimberley, South Africa",mark recapture,social projection bipartite,"A network edge was drawn between individuals that used the same nest chambers either for roosting or nest-building at any given time within a series of observations at the same colony in the same year, either together in the nest chamber at the same time or at different times.",unweighted,10 months,nan,39,124,0.167,6.359,17,0.696,0.768,6.359,4.429,1.0,0.0,0.119,0.037,0.059,0.037,0.059,0.579,0.579,0.533,0.392,0.741,0.529,0.6451586888762545,4,9.25,Networks represent social data collected from 23 colonies of sociable weavers,"Dijk, René E., et al. ""Cooperative investment in <br> public goods is kin directed in communal <br> nests of social birds."" Ecology letters 17.9 <br> (2014): 1141-1148."
weaver_dijk_social_13.graphml,Philetairus socius,Aves,free-ranging,"Kimberley, South Africa",mark recapture,social projection bipartite,"A network edge was drawn between individuals that used the same nest chambers either for roosting or nest-building at any given time within a series of observations at the same colony in the same year, either together in the nest chamber at the same time or at different times.",unweighted,10 months,nan,31,117,0.252,7.548,16,0.699,0.291,7.548,5.278,1.0,0.0,0.26,0.03,0.039,0.03,0.039,0.662,0.662,0.726,0.227,0.528,0.43,0.6752483033317948,4,6.75,Networks represent social data collected from 23 colonies of sociable weavers,"Dijk, René E., et al. ""Cooperative investment in <br> public goods is kin directed in communal <br> nests of social birds."" Ecology letters 17.9 <br> (2014): 1141-1148."
weaver_dijk_social_14.graphml,Philetairus socius,Aves,free-ranging,"Kimberley, South Africa",mark recapture,social projection bipartite,"A network edge was drawn between individuals that used the same nest chambers either for roosting or nest-building at any given time within a series of observations at the same colony in the same year, either together in the nest chamber at the same time or at different times.",unweighted,10 months,nan,11,38,0.691,6.909,10,0.317,-0.4,6.909,2.193,1.0,0.0,-0.394,0.034,0.04,0.034,0.04,0.847,0.847,0.765,0.05,0.497,0.101,0.552638850511191,2,5.5,Networks represent social data collected from 23 colonies of sociable weavers,"Dijk, René E., et al. ""Cooperative investment in <br> public goods is kin directed in communal <br> nests of social birds."" Ecology letters 17.9 <br> (2014): 1141-1148."
weaver_dijk_social_15.graphml,Philetairus socius,Aves,free-ranging,"Kimberley, South Africa",mark recapture,social projection bipartite,"A network edge was drawn between individuals that used the same nest chambers either for roosting or nest-building at any given time within a series of observations at the same colony in the same year, either together in the nest chamber at the same time or at different times.",unweighted,10 months,nan,23,43,0.17,3.739,8,0.597,0.753,3.739,2.231,1.0,0.0,0.22,0.011,0.019,0.011,0.019,0.614,0.614,0.686,0.036,0.652,0.055,0.23256625231112713,3,3.3333333333333335,Networks represent social data collected from 23 colonies of sociable weavers,"Dijk, René E., et al. ""Cooperative investment in <br> public goods is kin directed in communal <br> nests of social birds."" Ecology letters 17.9 <br> (2014): 1141-1148."
weaver_dijk_social_16.graphml,Philetairus socius,Aves,free-ranging,"Kimberley, South Africa",mark recapture,social projection bipartite,"A network edge was drawn between individuals that used the same nest chambers either for roosting or nest-building at any given time within a series of observations at the same colony in the same year, either together in the nest chamber at the same time or at different times.",unweighted,10 months,nan,64,177,0.088,5.531,21,0.722,1.497,5.531,3.996,1.0,0.0,-0.029,0.033,0.061,0.033,0.061,0.605,0.605,0.478,0.549,0.781,0.703,0.768396311697704,5,12.8,Networks represent social data collected from 23 colonies of sociable weavers,"Dijk, René E., et al. ""Cooperative investment in <br> public goods is kin directed in communal <br> nests of social birds."" Ecology letters 17.9 <br> (2014): 1141-1148."
weaver_dijk_social_17.graphml,Philetairus socius,Aves,free-ranging,"Kimberley, South Africa",mark recapture,social projection bipartite,"A network edge was drawn between individuals that used the same nest chambers either for roosting or nest-building at any given time within a series of observations at the same colony in the same year, either together in the nest chamber at the same time or at different times.",unweighted,10 months,nan,6,9,0.6,3.0,5,0.333,1.8,3.0,1.0,1.0,0.0,-0.364,0.1,0.224,0.1,0.224,0.9,0.9,0.714,0.167,0.5,0.334,0.6666666666666666,2,3.0,Networks represent social data collected from 23 colonies of sociable weavers,"Dijk, René E., et al. ""Cooperative investment in <br> public goods is kin directed in communal <br> nests of social birds."" Ecology letters 17.9 <br> (2014): 1141-1148."
weaver_dijk_social_18.graphml,Philetairus socius,Aves,free-ranging,"Kimberley, South Africa",mark recapture,social projection bipartite,"A network edge was drawn between individuals that used the same nest chambers either for roosting or nest-building at any given time within a series of observations at the same colony in the same year, either together in the nest chamber at the same time or at different times.",unweighted,10 months,nan,6,11,0.733,3.667,5,0.34,-2.546,3.667,1.247,1.0,0.0,-0.447,0.067,0.149,0.067,0.149,0.767,0.767,0.882,0.033,0.397,0.083,0.6363057903826925,2,3.0,Networks represent social data collected from 23 colonies of sociable weavers,"Dijk, René E., et al. ""Cooperative investment in <br> public goods is kin directed in communal <br> nests of social birds."" Ecology letters 17.9 <br> (2014): 1141-1148."
weaver_dijk_social_19.graphml,Philetairus socius,Aves,free-ranging,"Kimberley, South Africa",mark recapture,social projection bipartite,"A network edge was drawn between individuals that used the same nest chambers either for roosting or nest-building at any given time within a series of observations at the same colony in the same year, either together in the nest chamber at the same time or at different times.",unweighted,10 months,nan,18,80,0.523,8.889,16,0.369,0.308,8.889,3.281,1.0,0.0,-0.21,0.03,0.039,0.03,0.039,0.774,0.774,0.663,0.163,0.663,0.246,0.4999937500781241,3,6.0,Networks represent social data collected from 23 colonies of sociable weavers,"Dijk, René E., et al. ""Cooperative investment in <br> public goods is kin directed in communal <br> nests of social birds."" Ecology letters 17.9 <br> (2014): 1141-1148."
weaver_dijk_social_20.graphml,Philetairus socius,Aves,free-ranging,"Kimberley, South Africa",mark recapture,social projection bipartite,"A network edge was drawn between individuals that used the same nest chambers either for roosting or nest-building at any given time within a series of observations at the same colony in the same year, either together in the nest chamber at the same time or at different times.",unweighted,10 months,nan,14,62,0.681,8.857,13,0.292,-0.548,8.857,2.587,1.0,0.0,-0.224,0.027,0.035,0.027,0.035,0.861,0.861,0.798,0.132,0.471,0.28,0.6613009887256246,2,7.0,Networks represent social data collected from 23 colonies of sociable weavers,"Dijk, René E., et al. ""Cooperative investment in <br> public goods is kin directed in communal <br> nests of social birds."" Ecology letters 17.9 <br> (2014): 1141-1148."
weaver_dijk_social_21.graphml,Philetairus socius,Aves,free-ranging,"Kimberley, South Africa",mark recapture,social projection bipartite,"A network edge was drawn between individuals that used the same nest chambers either for roosting or nest-building at any given time within a series of observations at the same colony in the same year, either together in the nest chamber at the same time or at different times.",unweighted,10 months,nan,15,64,0.61,8.533,14,0.358,0.308,8.533,3.052,1.0,0.0,-0.344,0.03,0.039,0.03,0.039,0.819,0.819,0.712,0.096,0.658,0.146,0.43751709051134813,3,5.0,Networks represent social data collected from 23 colonies of sociable weavers,"Dijk, René E., et al. ""Cooperative investment in <br> public goods is kin directed in communal <br> nests of social birds."" Ecology letters 17.9 <br> (2014): 1141-1148."
weaver_dijk_social_22.graphml,Philetairus socius,Aves,free-ranging,"Kimberley, South Africa",mark recapture,social projection bipartite,"A network edge was drawn between individuals that used the same nest chambers either for roosting or nest-building at any given time within a series of observations at the same colony in the same year, either together in the nest chamber at the same time or at different times.",unweighted,10 months,nan,24,62,0.225,5.167,16,0.658,1.649,5.167,3.399,1.0,0.0,-0.184,0.051,0.121,0.051,0.121,0.693,0.693,0.544,0.358,0.745,0.481,0.6128636862137926,4,6.0,Networks represent social data collected from 23 colonies of sociable weavers,"Dijk, René E., et al. ""Cooperative investment in <br> public goods is kin directed in communal <br> nests of social birds."" Ecology letters 17.9 <br> (2014): 1141-1148."
wildbird_firth_network_1.graphml,Wild birds N/A,Aves,free-ranging,"Oxford, UK",RFID,social projection bipartite,"Groups were defined as individuals detected on the same nest-box during the same day, and co-memberships represented individuals that overlapped in nest-box exploration patterns during the same day. Networks were calculated from these group-by-individual matrices using the halfweight index.",half_weight_index,6 days,1 sec,131,1444,0.17,22.046,57,0.565,0.686,1.733,1.1,0.079,0.071,0.207,0.013,0.045,0.022,0.053,0.803,0.108,0.686,0.552,0.7,0.789,0.8511003709800397,4,32.75,Each network represents social data collected for consecutive 6-day time window.,"Firth, Josh A., and Ben C. Sheldon. ""Experimental <br> manipulation of avian social structure reveals segregation <br> is carried over across contexts."" Proceedings of <br> the Royal Society of London B: Biological <br> Sciences 282.1802 (2015): 20142350."
wildbird_firth_network_2.graphml,Wild birds N/A,Aves,free-ranging,"Oxford, UK",RFID,social projection bipartite,"Groups were defined as individuals detected on the same nest-box during the same day, and co-memberships represented individuals that overlapped in nest-box exploration patterns during the same day. Networks were calculated from these group-by-individual matrices using the halfweight index.",half_weight_index,6 days,1 sec,135,1483,0.164,21.97,62,0.723,0.638,1.376,1.325,0.063,0.077,0.26,0.002,0.006,0.005,0.016,0.754,0.068,0.643,0.202,0.525,0.385,0.5340615991503566,3,27.333333333333332,Each network represents social data collected for consecutive 6-day time window.,"Firth, Josh A., and Ben C. Sheldon. ""Experimental <br> manipulation of avian social structure reveals segregation <br> is carried over across contexts."" Proceedings of <br> the Royal Society of London B: Biological <br> Sciences 282.1802 (2015): 20142350."
wildbird_firth_network_3.graphml,Wild birds N/A,Aves,free-ranging,"Oxford, UK",RFID,social projection bipartite,"Groups were defined as individuals detected on the same nest-box during the same day, and co-memberships represented individuals that overlapped in nest-box exploration patterns during the same day. Networks were calculated from these group-by-individual matrices using the halfweight index.",half_weight_index,6 days,1 sec,126,1615,0.205,25.635,58,0.697,0.37,1.744,1.442,0.068,0.08,0.37,0.011,0.036,0.019,0.041,0.768,0.079,0.682,0.337,0.677,0.498,0.6594406828461831,4,31.5,Each network represents social data collected for consecutive 6-day time window.,"Firth, Josh A., and Ben C. Sheldon. ""Experimental <br> manipulation of avian social structure reveals segregation <br> is carried over across contexts."" Proceedings of <br> the Royal Society of London B: Biological <br> Sciences 282.1802 (2015): 20142350."
wildbird_firth_network_4.graphml,Wild birds N/A,Aves,free-ranging,"Oxford, UK",RFID,social projection bipartite,"Groups were defined as individuals detected on the same nest-box during the same day, and co-memberships represented individuals that overlapped in nest-box exploration patterns during the same day. Networks were calculated from these group-by-individual matrices using the halfweight index.",half_weight_index,6 days,1 sec,135,2009,0.222,29.763,71,0.714,0.343,1.868,1.704,0.063,0.074,0.215,0.003,0.005,0.006,0.014,0.821,0.052,0.718,0.144,0.545,0.264,0.5032348142921673,3,31.0,Each network represents social data collected for consecutive 6-day time window.,"Firth, Josh A., and Ben C. Sheldon. ""Experimental <br> manipulation of avian social structure reveals segregation <br> is carried over across contexts."" Proceedings of <br> the Royal Society of London B: Biological <br> Sciences 282.1802 (2015): 20142350."
wildbird_firth_network_5.graphml,Wild birds N/A,Aves,free-ranging,"Oxford, UK",RFID,social projection bipartite,"Groups were defined as individuals detected on the same nest-box during the same day, and co-memberships represented individuals that overlapped in nest-box exploration patterns during the same day. Networks were calculated from these group-by-individual matrices using the halfweight index.",half_weight_index,6 days,1 sec,145,2512,0.241,34.648,78,0.663,0.258,2.183,1.742,0.063,0.072,0.26,0.008,0.025,0.014,0.035,0.785,0.04,0.711,0.323,0.637,0.507,0.6863111967451969,4,36.25,Each network represents social data collected for consecutive 6-day time window.,"Firth, Josh A., and Ben C. Sheldon. ""Experimental <br> manipulation of avian social structure reveals segregation <br> is carried over across contexts."" Proceedings of <br> the Royal Society of London B: Biological <br> Sciences 282.1802 (2015): 20142350."
